lua,benchmark,input,duration,emissions,energy_consumed
Lua 5.3.0,Fasta,2500000,11.118208169937134,2.5790047698227083e-06,1.0992965920686721e-05
Lua 5.3.0,Fasta,2500000,11.048609972000122,2.5493283665128286e-06,1.086647073384126e-05
Lua 5.3.0,Fasta,2500000,11.077019214630127,2.557927575197534e-06,1.0903124721116488e-05
Lua 5.3.0,Fasta,2500000,11.089383840560913,2.5656474581154934e-06,1.093603059660064e-05
Lua 5.3.0,Knucleotide,1000000,9.313428163528442,1.6442224313013794e-06,7.0084713936249415e-06
Lua 5.3.0,Knucleotide,1000000,9.382750034332275,1.6770169561741492e-06,7.1482575229605045e-06
Lua 5.3.0,Knucleotide,1000000,9.368440628051758,1.6645702418728792e-06,7.095203605519401e-06
Lua 5.3.0,Knucleotide,1000000,9.391774892807007,1.6745376898670598e-06,7.137689690616397e-06
Lua 5.3.0,Knucleotide,1000000,9.816918134689331,2.997996172441034e-06,1.2778909965435663e-05
Lua 5.3.0,Knucleotide,1000000,9.833364963531494,2.926234632031895e-06,1.2473027565618358e-05
